Rk;Player;Salary;Team
18;Cliff Alexander;525093;POR
1;DeMarcus Cousins;14728844;SAC
2;Rudy Gay;12403101;SAC
3;Rajon Rondo;9500000;SAC
4;Kosta Koufos;7500000;SAC
5;Marco Belinelli;6333333;SAC
6;Darren Collison;5013559;SAC
7;Willie Cauley-Stein;3398280;SAC
8;Ben McLemore;3156600;SAC
9;Omri Casspi;3000000;SAC
10;Caron Butler;1499187;SAC
11;James Anderson;1015421;SAC
12;Quincy Acy;981348;SAC
13;Seth Curry;947276;SAC
14;Wayne Ellington;923670;SAC
15;Eric Moreland;845059;SAC
16;Duje Dukan;525093;SAC
17;Marshall Henderson;35000;SAC
18;Vince Hunter;35000;SAC
1;LaMarcus Aldridge;19500000;SAS
2;Kawhi Leonard;16500000;SAS
3;Tony Parker;13437500;SAS
4;Danny Green;10000000;SAS
5;Boris Diaw;7000000;SAS
6;Tim Duncan;5000000;SAS
7;Patrick Mills;3578947;SAS
8;Manu Ginobili;2814000;SAS
9;Matt Bonner;1499187;SAS
10;Rasual Butler;1499187;SAS
11;David West;1499000;SAS
12;Boban Marjanovic;1200000;SAS
13;Kyle Anderson;1142879;SAS
14;Ray McCallum;947276;SAS
15;Jonathon Simmons;525093;SAS
16;Jimmer Fredette;507711;SAS
17;Andre Miller;396844;SAS
18;Kevin Martin;317475;SAS
1;DeMarre Carroll;13500000;TOR
2;Kyle Lowry;12000000;TOR
3;DeMar DeRozan;9500000;TOR
4;Cory Joseph;7000000;TOR
5;Patrick Patterson;6268675;TOR
6;Jonas Valanciunas;4660482;TOR
7;Terrence Ross;3553917;TOR
8;Bismack Biyombo;3000000;TOR
9;Luis Scola;3000000;TOR
10;James Johnson;2500000;TOR
11;Lucas Nogueira;1842000;TOR
12;Bruno Caboclo;1524000;TOR
13;Delon Wright;1509360;TOR
14;Anthony Bennett;947276;TOR
15;Norman Powell;650000;TOR
16;Jason Thompson;328955;TOR
17;Ronald Roberts;75000;TOR
18;Shannon Scott;25000;TOR
19;Axel Toupane;25000;TOR
20;Michale Kyser;25000;TOR
1;Gordon Hayward;15409570;UTA
2;Derrick Favors;11933333;UTA
3;Alec Burks;9213484;UTA
4;Trevor Booker;4775000;UTA
5;Dante Exum;3777720;UTA
6;Tibor Pleiss;3000000;UTA
7;Trey Burke;2658240;UTA
8;Shelvin Mack;2433333;UTA
9;Joe Ingles;2250000;UTA
10;Trey Lyles;2239800;UTA
11;Rodney Hood;1348440;UTA
12;Rudy Gobert;1175880;UTA
13;Raul Neto;1000000;UTA
14;Chris Johnson;981348;UTA
15;Jeff Withey;947276;UTA
16;Grant Jerrett;947276;UTA
17;Elijah Millsap;362878;UTA
18;J.J. OBrien;105888;UTA
19;Erick Green;99418;UTA
20;Treveon Graham;75000;UTA
21;E.J. Singler;50000;UTA
1;John Wall;15851950;WAS
2;Nene Hilario;13000000;WAS
3;Marcin Gortat;11217391;WAS
4;Markieff Morris;8000000;WAS
5;Bradley Beal;5694674;WAS
6;Martell Webster;5613500;WAS
7;Otto Porter;4662960;WAS
8;Jared Dudley;4250000;WAS
9;Alan Anderson;4000000;WAS
10;Drew Gooden;3300000;WAS
11;Ramon Sessions;2170465;WAS
12;Gary Neal;2100000;WAS
13;Kelly Oubre;1920240;WAS
14;Garrett Temple;1100602;WAS
15;Jarell Eddie;561716;WAS
16;J.J. Hickson;366337;WAS
17;Marcus Thornton;251107;WAS
18;Ryan Hollins;176375;WAS
