Rk;Player;Salary;Team
9;Anthony Johnson;2160000;ORL
10;Matt Barnes;1600000;ORL
11;Ryan Anderson;1317120;ORL
12;Adonal Foyle;1306455;ORL
13;Jason Williams;1306455;ORL
1;Elton Brand;14858471;PHI
2;Andre Iguodala;12200000;PHI
3;Samuel Dalembert;12025694;PHI
4;Jason Kapono;6212960;PHI
5;Louis Williams;4972500;PHI
6;Willie Green;3682000;PHI
7;Thaddeus Young;2105400;PHI
8;Francisco Elson;1700000;PHI
9;Marreese Speights;1658280;PHI
10;Jrue Holiday;1514280;PHI
11;Jason Smith;1418880;PHI
12;Allen Iverson;1029794;PHI
13;Rodney Carney;855189;PHI
14;Jodie Meeks;650000;PHI
1;Amare Stoudemire;16378325;PHO
2;Jason Richardson;13333333;PHO
3;Steve Nash;13125000;PHO
4;Leandro Barbosa;6600000;PHO
5;Grant Hill;3000000;PHO
6;Channing Frye;2000000;PHO
7;Goran Dragic;1836000;PHO
8;Earl Clark;1766280;PHO
9;Robin Lopez;1745520;PHO
10;Jared Dudley;1307640;PHO
11;Sasha Pavlovic;1250000;PHO
12;Jarron Collins;1181803;PHO
13;Louis Amundson;855189;PHO
14;Taylor Griffin;457588;PHO
15;Jason Hart;451866;PHO
1;Darius Miles;9000000;POR
2;Marcus Camby;7650000;POR
3;Joel Przybilla;6857725;POR
4;Andre Miller;6730800;POR
5;LaMarcus Aldridge;5844827;POR
6;Greg Oden;5361240;POR
7;Martell Webster;4344000;POR
8;Brandon Roy;3910816;POR
9;Jerryd Bayless;2143080;POR
10;Juwan Howard;1306455;POR
11;Rudy Fernandez;1165320;POR
12;Nicolas Batum;1118760;POR
13;Dante Cunningham;457588;POR
14;Patrick Mills;457588;POR
15;Jeff Pendergraph;457588;POR
16;Shavlik Randolph;88488;POR
17;Anthony Tolliver;51983;POR
1;Larry Hughes;13655268;SAC
2;Kenny Thomas;8775000;SAC
3;Andres Nocioni;7500000;SAC
4;Shareef Abdur-Rahim;6600000;SAC
5;Beno Udrih;6031800;SAC
6;Francisco Garcia;5800000;SAC
7;Tyreke Evans;3610080;SAC
8;Carl Landry;3000000;SAC
9;Spencer Hawes;2332800;SAC
10;Jason Thompson;2035920;SAC
11;Mikki Moore;2000000;SAC
12;Omri Casspi;1167000;SAC
13;Donte Greene;1044000;SAC
14;Sean May;884881;SAC
15;Joey Dorsey;881000;SAC
16;Ime Udoka;838034;SAC
17;Dominic McGuire;825497;SAC
18;Jon Brockman;457588;SAC
19;Desmond Mason;76850;SAC
1;Tim Duncan;22183220;SAS
2;Richard Jefferson;14200000;SAS
3;Tony Parker;12600000;SAS
4;Manu Ginobili;10728130;SAS
5;Antonio McDyess;4500000;SAS
6;Roger Mason;3780000;SAS
7;Matt Bonner;3240380;SAS
8;Michael Finley;2500000;SAS
9;George Hill;1081680;SAS
10;Ian Mahinmi;1079640;SAS
11;Keith Bogans;1033342;SAS
12;DeJuan Blair;850000;SAS
13;Marcus Haislip;825497;SAS
14;Malik Hairston;736420;SAS
1;Chris Bosh;15779912;TOR
2;Hedo Turkoglu;9000000;TOR
3;Jose Calderon;8219009;TOR
4;Andrea Bargnani;6527491;TOR
5;Reggie Evans;4960000;TOR
6;Marcus Banks;4553793;TOR
7;Jarrett Jack;4500000;TOR
8;Amir Johnson;3666666;TOR
9;DeMar DeRozan;2282640;TOR
10;Antoine Wright;2110550;TOR
11;Rasho Nesterovic;1990000;TOR
12;Patrick OBryant;1620000;TOR
13;Marco Belinelli;1547640;TOR
14;Sonny Weems;736420;TOR
15;Pops Mensah-Bonsu;242793;TOR
16;Quincy Douby;85519;TOR
1;Andrei Kirilenko;16452000;UTA
2;Carlos Boozer;13520500;UTA
3;Deron Williams;12323900;UTA
4;Mehmet Okur;9000000;UTA
5;Paul Millsap;7692932;UTA
6;Kyle Korver;5155115;UTA
7;C.J. Miles;3700000;UTA
8;Ronnie Price;1250000;UTA
9;Kosta Koufos;1214040;UTA
10;Kyrylo Fesenko;870000;UTA
11;Wesley Matthews;457588;UTA
12;Sundiata Gaines;269169;UTA
1;Gilbert Arenas;16192080;WAS
2;Zydrunas Ilgauskas;11541074;WAS
3;Josh Howard;10890000;WAS
4;Mike Miller;9750000;WAS
5;Mike James;6466600;WAS
6;Randy Foye;3575761;WAS
7;Andray Blatche;3000000;WAS
8;Fabricio Oberto;2100000;WAS
9;Al Thornton;1900200;WAS
10;Nick Young;1714800;WAS
11;JaVale McGee;1496640;WAS
12;Javaris Crittenton;1477920;WAS
13;Earl Boykins;1191180;WAS
14;Quinton Ross;1033342;WAS
15;James Singleton;1030189;WAS
16;Paul Davis;80488;WAS
