nome.visitor;nome.home;Date;Start..ET.;score_y;score_x;data2;home;link;visitor
Atlanta Hawks;Los Angeles Lakers;Fri, Mar 4, 2016;10:30 PM;106;77;201603040;LAL;http://www.basketball-reference.com/boxscores/pbp/201603040LAL.html;ATL
Atlanta Hawks;Phoenix Suns;Sat, Jan 23, 2016;9:00 PM;95;98;201601230;PHO;http://www.basketball-reference.com/boxscores/pbp/201601230PHO.html;ATL
Atlanta Hawks;Miami Heat;Tue, Nov 3, 2015;7:30 PM;98;92;201511030;MIA;http://www.basketball-reference.com/boxscores/pbp/201511030MIA.html;ATL
Atlanta Hawks;Orlando Magic;Sun, Feb 7, 2016;1:00 PM;94;96;201602070;ORL;http://www.basketball-reference.com/boxscores/pbp/201602070ORL.html;ATL
Atlanta Hawks;New York Knicks;Thu, Oct 29, 2015;8:00 PM;112;101;201510290;NYK;http://www.basketball-reference.com/boxscores/pbp/201510290NYK.html;ATL
Atlanta Hawks;Utah Jazz;Tue, Mar 8, 2016;9:00 PM;91;84;201603080;UTA;http://www.basketball-reference.com/boxscores/pbp/201603080UTA.html;ATL
Atlanta Hawks;Indiana Pacers;Mon, Dec 28, 2015;7:00 PM;87;93;201512280;IND;http://www.basketball-reference.com/boxscores/pbp/201512280IND.html;ATL
Atlanta Hawks;Denver Nuggets;Mon, Jan 25, 2016;9:00 PM;119;105;201601250;DEN;http://www.basketball-reference.com/boxscores/pbp/201601250DEN.html;ATL
Atlanta Hawks;San Antonio Spurs;Sat, Nov 28, 2015;8:30 PM;88;108;201511280;SAS;http://www.basketball-reference.com/boxscores/pbp/201511280SAS.html;ATL
Atlanta Hawks;Sacramento Kings;Thu, Jan 21, 2016;10:00 PM;88;91;201601210;SAC;http://www.basketball-reference.com/boxscores/pbp/201601210SAC.html;ATL
Atlanta Hawks;Los Angeles Clippers;Sat, Mar 5, 2016;10:30 PM;107;97;201603050;LAC;http://www.basketball-reference.com/boxscores/pbp/201603050LAC.html;ATL
Atlanta Hawks;Houston Rockets;Tue, Dec 29, 2015;8:00 PM;121;115;201512290;HOU;http://www.basketball-reference.com/boxscores/pbp/201512290HOU.html;ATL
Atlanta Hawks;Milwaukee Bucks;Fri, Jan 15, 2016;8:00 PM;101;108;201601150;MIL;http://www.basketball-reference.com/boxscores/pbp/201601150MIL.html;ATL
Atlanta Hawks;Brooklyn Nets;Tue, Nov 17, 2015;7:30 PM;88;90;201511170;BRK;http://www.basketball-reference.com/boxscores/pbp/201511170BRK.html;ATL
Atlanta Hawks;Indiana Pacers;Thu, Jan 28, 2016;7:00 PM;92;111;201601280;IND;http://www.basketball-reference.com/boxscores/pbp/201601280IND.html;ATL
Atlanta Hawks;New Orleans Pelicans;Fri, Nov 6, 2015;8:00 PM;121;115;201511060;NOP;http://www.basketball-reference.com/boxscores/pbp/201511060NOP.html;ATL
Atlanta Hawks;New York Knicks;Sun, Jan 3, 2016;3:30 PM;97;111;201601030;NYK;http://www.basketball-reference.com/boxscores/pbp/201601030NYK.html;ATL
Atlanta Hawks;Cleveland Cavaliers;Sat, Nov 21, 2015;7:30 PM;97;109;201511210;CLE;http://www.basketball-reference.com/boxscores/pbp/201511210CLE.html;ATL
Atlanta Hawks;Toronto Raptors;Wed, Mar 30, 2016;7:30 PM;97;105;201603300;TOR;http://www.basketball-reference.com/boxscores/pbp/201603300TOR.html;ATL
Atlanta Hawks;Boston Celtics;Sun, Apr 24, 2016;6:00 PM;95;104;201604240;BOS;http://www.basketball-reference.com/boxscores/pbp/201604240BOS.html;ATL
Atlanta Hawks;Dallas Mavericks;Wed, Dec 9, 2015;9:30 PM;98;95;201512090;DAL;http://www.basketball-reference.com/boxscores/pbp/201512090DAL.html;ATL
Atlanta Hawks;Boston Celtics;Thu, Apr 28, 2016;8:00 PM;104;92;201604280;BOS;http://www.basketball-reference.com/boxscores/pbp/201604280BOS.html;ATL
Atlanta Hawks;Miami Heat;Sun, Jan 31, 2016;6:00 PM;87;105;201601310;MIA;http://www.basketball-reference.com/boxscores/pbp/201601310MIA.html;ATL
Atlanta Hawks;Cleveland Cavaliers;Wed, May 4, 2016;8:00 PM;98;123;201605040;CLE;http://www.basketball-reference.com/boxscores/pbp/201605040CLE.html;ATL
Atlanta Hawks;Boston Celtics;Fri, Dec 18, 2015;7:30 PM;109;101;201512180;BOS;http://www.basketball-reference.com/boxscores/pbp/201512180BOS.html;ATL
Atlanta Hawks;Oklahoma City Thunder;Thu, Dec 10, 2015;8:00 PM;94;107;201512100;OKC;http://www.basketball-reference.com/boxscores/pbp/201512100OKC.html;ATL
Atlanta Hawks;Philadelphia 76ers;Wed, Feb 3, 2016;7:00 PM;124;86;201602030;PHI;http://www.basketball-reference.com/boxscores/pbp/201602030PHI.html;ATL
Atlanta Hawks;Portland Trail Blazers;Wed, Jan 20, 2016;10:30 PM;104;98;201601200;POR;http://www.basketball-reference.com/boxscores/pbp/201601200POR.html;ATL
Atlanta Hawks;Chicago Bulls;Wed, Feb 10, 2016;8:00 PM;113;90;201602100;CHI;http://www.basketball-reference.com/boxscores/pbp/201602100CHI.html;ATL
Atlanta Hawks;Boston Celtics;Fri, Nov 13, 2015;7:30 PM;93;106;201511130;BOS;http://www.basketball-reference.com/boxscores/pbp/201511130BOS.html;ATL
Atlanta Hawks;Golden State Warriors;Tue, Mar 1, 2016;10:30 PM;105;109;201603010;GSW;http://www.basketball-reference.com/boxscores/pbp/201603010GSW.html;ATL
Atlanta Hawks;Chicago Bulls;Mon, Mar 28, 2016;8:00 PM;102;100;201603280;CHI;http://www.basketball-reference.com/boxscores/pbp/201603280CHI.html;ATL
Atlanta Hawks;Detroit Pistons;Sat, Mar 26, 2016;7:30 PM;112;95;201603260;DET;http://www.basketball-reference.com/boxscores/pbp/201603260DET.html;ATL
Atlanta Hawks;Charlotte Hornets;Wed, Jan 13, 2016;7:00 PM;84;107;201601130;CHO;http://www.basketball-reference.com/boxscores/pbp/201601130CHO.html;ATL
Atlanta Hawks;Detroit Pistons;Wed, Mar 16, 2016;7:30 PM;118;114;201603160;DET;http://www.basketball-reference.com/boxscores/pbp/201603160DET.html;ATL
Atlanta Hawks;Charlotte Hornets;Sun, Nov 1, 2015;2:00 PM;94;92;201511010;CHO;http://www.basketball-reference.com/boxscores/pbp/201511010CHO.html;ATL
Atlanta Hawks;Minnesota Timberwolves;Wed, Nov 25, 2015;8:00 PM;95;99;201511250;MIN;http://www.basketball-reference.com/boxscores/pbp/201511250MIN.html;ATL
Atlanta Hawks;Boston Celtics;Fri, Apr 22, 2016;8:00 PM;103;111;201604220;BOS;http://www.basketball-reference.com/boxscores/pbp/201604220BOS.html;ATL
Atlanta Hawks;Washington Wizards;Wed, Apr 13, 2016;8:00 PM;98;109;201604130;WAS;http://www.basketball-reference.com/boxscores/pbp/201604130WAS.html;ATL
Atlanta Hawks;Cleveland Cavaliers;Mon, Apr 11, 2016;7:00 PM;94;109;201604110;CLE;http://www.basketball-reference.com/boxscores/pbp/201604110CLE.html;ATL
Atlanta Hawks;Philadelphia 76ers;Thu, Jan 7, 2016;7:00 PM;126;98;201601070;PHI;http://www.basketball-reference.com/boxscores/pbp/201601070PHI.html;ATL
Atlanta Hawks;Toronto Raptors;Thu, Mar 10, 2016;7:30 PM;96;104;201603100;TOR;http://www.basketball-reference.com/boxscores/pbp/201603100TOR.html;ATL
Atlanta Hawks;Cleveland Cavaliers;Mon, May 2, 2016;7:00 PM;93;104;201605020;CLE;http://www.basketball-reference.com/boxscores/pbp/201605020CLE.html;ATL
Atlanta Hawks;Orlando Magic;Sun, Dec 20, 2015;6:00 PM;103;100;201512200;ORL;http://www.basketball-reference.com/boxscores/pbp/201512200ORL.html;ATL
Atlanta Hawks;Washington Wizards;Wed, Mar 23, 2016;7:00 PM;122;101;201603230;WAS;http://www.basketball-reference.com/boxscores/pbp/201603230WAS.html;ATL
Atlanta Hawks;Memphis Grizzlies;Fri, Nov 27, 2015;8:00 PM;116;101;201511270;MEM;http://www.basketball-reference.com/boxscores/pbp/201511270MEM.html;ATL
Boston Celtics;Memphis Grizzlies;Sun, Jan 10, 2016;6:00 PM;98;101;201601100;MEM;http://www.basketball-reference.com/boxscores/pbp/201601100MEM.html;BOS
Boston Celtics;Atlanta Hawks;Sat, Apr 16, 2016;7:00 PM;101;102;201604160;ATL;http://www.basketball-reference.com/boxscores/pbp/201604160ATL.html;BOS
Boston Celtics;Orlando Magic;Sun, Jan 31, 2016;6:00 PM;114;119;201601310;ORL;http://www.basketball-reference.com/boxscores/pbp/201601310ORL.html;BOS
Boston Celtics;Atlanta Hawks;Tue, Apr 19, 2016;7:00 PM;72;89;201604190;ATL;http://www.basketball-reference.com/boxscores/pbp/201604190ATL.html;BOS
Boston Celtics;Detroit Pistons;Wed, Dec 16, 2015;7:30 PM;116;119;201512160;DET;http://www.basketball-reference.com/boxscores/pbp/201512160DET.html;BOS
Boston Celtics;Washington Wizards;Sat, Jan 16, 2016;7:30 PM;119;117;201601160;WAS;http://www.basketball-reference.com/boxscores/pbp/201601160WAS.html;BOS
Boston Celtics;Oklahoma City Thunder;Sun, Nov 15, 2015;7:00 PM;100;85;201511150;OKC;http://www.basketball-reference.com/boxscores/pbp/201511150OKC.html;BOS
Boston Celtics;New York Knicks;Tue, Feb 2, 2016;7:30 PM;97;89;201602020;NYK;http://www.basketball-reference.com/boxscores/pbp/201602020NYK.html;BOS
Boston Celtics;Dallas Mavericks;Mon, Jan 18, 2016;8:30 PM;113;118;201601180;DAL;http://www.basketball-reference.com/boxscores/pbp/201601180DAL.html;BOS
Boston Celtics;Toronto Raptors;Wed, Jan 20, 2016;7:30 PM;109;115;201601200;TOR;http://www.basketball-reference.com/boxscores/pbp/201601200TOR.html;BOS
Boston Celtics;Sacramento Kings;Thu, Dec 3, 2015;10:00 PM;114;97;201512030;SAC;http://www.basketball-reference.com/boxscores/pbp/201512030SAC.html;BOS
Boston Celtics;Charlotte Hornets;Sat, Dec 12, 2015;7:00 PM;98;93;201512120;CHO;http://www.basketball-reference.com/boxscores/pbp/201512120CHO.html;BOS
Boston Celtics;Utah Jazz;Fri, Feb 19, 2016;10:30 PM;93;111;201602190;UTA;http://www.basketball-reference.com/boxscores/pbp/201602190UTA.html;BOS
Boston Celtics;Detroit Pistons;Sat, Dec 26, 2015;7:30 PM;99;93;201512260;DET;http://www.basketball-reference.com/boxscores/pbp/201512260DET.html;BOS
Boston Celtics;Golden State Warriors;Fri, Apr 1, 2016;10:30 PM;109;106;201604010;GSW;http://www.basketball-reference.com/boxscores/pbp/201604010GSW.html;BOS
Boston Celtics;Atlanta Hawks;Sat, Apr 9, 2016;7:30 PM;107;118;201604090;ATL;http://www.basketball-reference.com/boxscores/pbp/201604090ATL.html;BOS
Boston Celtics;Washington Wizards;Mon, Jan 25, 2016;7:00 PM;116;91;201601250;WAS;http://www.basketball-reference.com/boxscores/pbp/201601250WAS.html;BOS
Boston Celtics;Los Angeles Clippers;Mon, Mar 28, 2016;10:30 PM;90;114;201603280;LAC;http://www.basketball-reference.com/boxscores/pbp/201603280LAC.html;BOS
Boston Celtics;Chicago Bulls;Thu, Jan 7, 2016;8:00 PM;92;101;201601070;CHI;http://www.basketball-reference.com/boxscores/pbp/201601070CHI.html;BOS
Boston Celtics;Atlanta Hawks;Tue, Nov 24, 2015;8:00 PM;97;121;201511240;ATL;http://www.basketball-reference.com/boxscores/pbp/201511240ATL.html;BOS
Boston Celtics;Cleveland Cavaliers;Sat, Mar 5, 2016;7:00 PM;103;120;201603050;CLE;http://www.basketball-reference.com/boxscores/pbp/201603050CLE.html;BOS
Boston Celtics;New Orleans Pelicans;Mon, Dec 7, 2015;8:00 PM;111;93;201512070;NOP;http://www.basketball-reference.com/boxscores/pbp/201512070NOP.html;BOS
Boston Celtics;Los Angeles Lakers;Sun, Apr 3, 2016;9:30 PM;107;100;201604030;LAL;http://www.basketball-reference.com/boxscores/pbp/201604030LAL.html;BOS
Boston Celtics;Houston Rockets;Mon, Nov 16, 2015;8:00 PM;111;95;201511160;HOU;http://www.basketball-reference.com/boxscores/pbp/201511160HOU.html;BOS
Boston Celtics;Philadelphia 76ers;Sun, Jan 24, 2016;7:00 PM;112;92;201601240;PHI;http://www.basketball-reference.com/boxscores/pbp/201601240PHI.html;BOS
Boston Celtics;Indiana Pacers;Wed, Nov 4, 2015;7:00 PM;98;100;201511040;IND;http://www.basketball-reference.com/boxscores/pbp/201511040IND.html;BOS
Boston Celtics;Atlanta Hawks;Tue, Apr 26, 2016;8:30 PM;83;110;201604260;ATL;http://www.basketball-reference.com/boxscores/pbp/201604260ATL.html;BOS
Boston Celtics;Toronto Raptors;Fri, Mar 18, 2016;7:30 PM;91;105;201603180;TOR;http://www.basketball-reference.com/boxscores/pbp/201603180TOR.html;BOS
Boston Celtics;Philadelphia 76ers;Sun, Mar 20, 2016;6:00 PM;120;105;201603200;PHI;http://www.basketball-reference.com/boxscores/pbp/201603200PHI.html;BOS
Boston Celtics;Portland Trail Blazers;Thu, Mar 31, 2016;10:00 PM;109;116;201603310;POR;http://www.basketball-reference.com/boxscores/pbp/201603310POR.html;BOS
Boston Celtics;Brooklyn Nets;Mon, Jan 4, 2016;7:30 PM;103;94;201601040;BRK;http://www.basketball-reference.com/boxscores/pbp/201601040BRK.html;BOS
Boston Celtics;Denver Nuggets;Sun, Feb 21, 2016;5:00 PM;121;101;201602210;DEN;http://www.basketball-reference.com/boxscores/pbp/201602210DEN.html;BOS
Boston Celtics;Orlando Magic;Sun, Nov 29, 2015;6:00 PM;91;110;201511290;ORL;http://www.basketball-reference.com/boxscores/pbp/201511290ORL.html;BOS
Boston Celtics;Charlotte Hornets;Wed, Dec 23, 2015;7:00 PM;102;89;201512230;CHO;http://www.basketball-reference.com/boxscores/pbp/201512230CHO.html;BOS
Boston Celtics;Milwaukee Bucks;Tue, Feb 9, 2016;8:00 PM;111;112;201602090;MIL;http://www.basketball-reference.com/boxscores/pbp/201602090MIL.html;BOS
Boston Celtics;Cleveland Cavaliers;Fri, Feb 5, 2016;7:30 PM;104;103;201602050;CLE;http://www.basketball-reference.com/boxscores/pbp/201602050CLE.html;BOS
Boston Celtics;Brooklyn Nets;Sun, Nov 22, 2015;6:00 PM;101;111;201511220;BRK;http://www.basketball-reference.com/boxscores/pbp/201511220BRK.html;BOS
Boston Celtics;Indiana Pacers;Tue, Mar 15, 2016;7:00 PM;98;103;201603150;IND;http://www.basketball-reference.com/boxscores/pbp/201603150IND.html;BOS
Boston Celtics;New York Knicks;Tue, Jan 12, 2016;7:30 PM;114;120;201601120;NYK;http://www.basketball-reference.com/boxscores/pbp/201601120NYK.html;BOS
Boston Celtics;Miami Heat;Mon, Nov 30, 2015;7:30 PM;105;95;201511300;MIA;http://www.basketball-reference.com/boxscores/pbp/201511300MIA.html;BOS
Boston Celtics;Phoenix Suns;Sat, Mar 26, 2016;10:00 PM;102;99;201603260;PHO;http://www.basketball-reference.com/boxscores/pbp/201603260PHO.html;BOS
Boston Celtics;San Antonio Spurs;Sat, Dec 5, 2015;8:30 PM;105;108;201512050;SAS;http://www.basketball-reference.com/boxscores/pbp/201512050SAS.html;BOS
Boston Celtics;Milwaukee Bucks;Tue, Nov 10, 2015;8:00 PM;99;83;201511100;MIL;http://www.basketball-reference.com/boxscores/pbp/201511100MIL.html;BOS
Boston Celtics;Minnesota Timberwolves;Mon, Feb 22, 2016;8:00 PM;122;124;201602220;MIN;http://www.basketball-reference.com/boxscores/pbp/201602220MIN.html;BOS
Brooklyn Nets;Oklahoma City Thunder;Wed, Nov 25, 2015;8:00 PM;99;110;201511250;OKC;http://www.basketball-reference.com/boxscores/pbp/201511250OKC.html;BRK
Brooklyn Nets;Indiana Pacers;Sun, Apr 10, 2016;6:00 PM;105;129;201604100;IND;http://www.basketball-reference.com/boxscores/pbp/201604100IND.html;BRK
Brooklyn Nets;Atlanta Hawks;Wed, Nov 4, 2015;8:00 PM;87;101;201511040;ATL;http://www.basketball-reference.com/boxscores/pbp/201511040ATL.html;BRK
Brooklyn Nets;Detroit Pistons;Sat, Mar 19, 2016;7:00 PM;103;115;201603190;DET;http://www.basketball-reference.com/boxscores/pbp/201603190DET.html;BRK
Brooklyn Nets;Boston Celtics;Sat, Jan 2, 2016;3:00 PM;100;97;201601020;BOS;http://www.basketball-reference.com/boxscores/pbp/201601020BOS.html;BRK
Brooklyn Nets;Cleveland Cavaliers;Thu, Mar 31, 2016;7:00 PM;87;107;201603310;CLE;http://www.basketball-reference.com/boxscores/pbp/201603310CLE.html;BRK
Brooklyn Nets;Boston Celtics;Fri, Nov 20, 2015;7:30 PM;95;120;201511200;BOS;http://www.basketball-reference.com/boxscores/pbp/201511200BOS.html;BRK
Brooklyn Nets;New York Knicks;Fri, Apr 1, 2016;7:30 PM;91;105;201604010;NYK;http://www.basketball-reference.com/boxscores/pbp/201604010NYK.html;BRK
Brooklyn Nets;Houston Rockets;Wed, Nov 11, 2015;8:00 PM;106;98;201511110;HOU;http://www.basketball-reference.com/boxscores/pbp/201511110HOU.html;BRK
Brooklyn Nets;Portland Trail Blazers;Tue, Feb 23, 2016;10:00 PM;104;112;201602230;POR;http://www.basketball-reference.com/boxscores/pbp/201602230POR.html;BRK
Brooklyn Nets;Detroit Pistons;Sat, Jan 9, 2016;7:30 PM;89;103;201601090;DET;http://www.basketball-reference.com/boxscores/pbp/201601090DET.html;BRK
Brooklyn Nets;Toronto Raptors;Tue, Mar 8, 2016;7:30 PM;99;104;201603080;TOR;http://www.basketball-reference.com/boxscores/pbp/201603080TOR.html;BRK
Brooklyn Nets;Toronto Raptors;Mon, Jan 18, 2016;7:30 PM;100;112;201601180;TOR;http://www.basketball-reference.com/boxscores/pbp/201601180TOR.html;BRK
Brooklyn Nets;San Antonio Spurs;Fri, Oct 30, 2015;8:30 PM;75;102;201510300;SAS;http://www.basketball-reference.com/boxscores/pbp/201510300SAS.html;BRK
Brooklyn Nets;Golden State Warriors;Sat, Nov 14, 2015;10:30 PM;99;107;201511140;GSW;http://www.basketball-reference.com/boxscores/pbp/201511140GSW.html;BRK
Brooklyn Nets;Philadelphia 76ers;Fri, Mar 11, 2016;7:00 PM;89;95;201603110;PHI;http://www.basketball-reference.com/boxscores/pbp/201603110PHI.html;BRK
Brooklyn Nets;Atlanta Hawks;Sat, Jan 16, 2016;7:30 PM;86;114;201601160;ATL;http://www.basketball-reference.com/boxscores/pbp/201601160ATL.html;BRK
Brooklyn Nets;Los Angeles Lakers;Tue, Mar 1, 2016;10:30 PM;101;107;201603010;LAL;http://www.basketball-reference.com/boxscores/pbp/201603010LAL.html;BRK
Brooklyn Nets;Miami Heat;Mon, Dec 28, 2015;7:30 PM;111;105;201512280;MIA;http://www.basketball-reference.com/boxscores/pbp/201512280MIA.html;BRK
Brooklyn Nets;Utah Jazz;Sat, Feb 27, 2016;9:30 PM;98;96;201602270;UTA;http://www.basketball-reference.com/boxscores/pbp/201602270UTA.html;BRK
Brooklyn Nets;Phoenix Suns;Thu, Feb 25, 2016;9:00 PM;116;106;201602250;PHO;http://www.basketball-reference.com/boxscores/pbp/201602250PHO.html;BRK
Brooklyn Nets;Denver Nuggets;Fri, Mar 4, 2016;9:00 PM;121;120;201603040;DEN;http://www.basketball-reference.com/boxscores/pbp/201603040DEN.html;BRK
Brooklyn Nets;Chicago Bulls;Thu, Mar 17, 2016;8:00 PM;102;118;201603170;CHI;http://www.basketball-reference.com/boxscores/pbp/201603170CHI.html;BRK
Brooklyn Nets;Chicago Bulls;Mon, Dec 21, 2015;8:00 PM;105;102;201512210;CHI;http://www.basketball-reference.com/boxscores/pbp/201512210CHI.html;BRK
Brooklyn Nets;Dallas Mavericks;Fri, Jan 29, 2016;8:30 PM;79;91;201601290;DAL;http://www.basketball-reference.com/boxscores/pbp/201601290DAL.html;BRK
Brooklyn Nets;New York Knicks;Fri, Dec 4, 2015;7:00 PM;91;108;201512040;NYK;http://www.basketball-reference.com/boxscores/pbp/201512040NYK.html;BRK
Brooklyn Nets;Washington Wizards;Wed, Apr 6, 2016;7:00 PM;103;121;201604060;WAS;http://www.basketball-reference.com/boxscores/pbp/201604060WAS.html;BRK
Brooklyn Nets;Miami Heat;Mon, Mar 28, 2016;7:30 PM;99;110;201603280;MIA;http://www.basketball-reference.com/boxscores/pbp/201603280MIA.html;BRK
Brooklyn Nets;Cleveland Cavaliers;Sat, Nov 28, 2015;7:30 PM;88;90;201511280;CLE;http://www.basketball-reference.com/boxscores/pbp/201511280CLE.html;BRK
Brooklyn Nets;Los Angeles Clippers;Mon, Feb 29, 2016;10:30 PM;95;105;201602290;LAC;http://www.basketball-reference.com/boxscores/pbp/201602290LAC.html;BRK
Brooklyn Nets;Charlotte Hornets;Wed, Nov 18, 2015;7:00 PM;111;116;201511180;CHO;http://www.basketball-reference.com/boxscores/pbp/201511180CHO.html;BRK
Brooklyn Nets;Memphis Grizzlies;Sat, Oct 31, 2015;8:00 PM;91;101;201510310;MEM;http://www.basketball-reference.com/boxscores/pbp/201510310MEM.html;BRK
Brooklyn Nets;Orlando Magic;Wed, Dec 30, 2015;7:00 PM;93;100;201512300;ORL;http://www.basketball-reference.com/boxscores/pbp/201512300ORL.html;BRK
Brooklyn Nets;New Orleans Pelicans;Sat, Jan 30, 2016;7:00 PM;103;105;201601300;NOP;http://www.basketball-reference.com/boxscores/pbp/201601300NOP.html;BRK
Brooklyn Nets;Sacramento Kings;Fri, Nov 13, 2015;10:00 PM;109;111;201511130;SAC;http://www.basketball-reference.com/boxscores/pbp/201511130SAC.html;BRK
Brooklyn Nets;Indiana Pacers;Fri, Dec 18, 2015;7:00 PM;97;104;201512180;IND;http://www.basketball-reference.com/boxscores/pbp/201512180IND.html;BRK
Brooklyn Nets;Charlotte Hornets;Fri, Apr 8, 2016;7:00 PM;99;113;201604080;CHO;http://www.basketball-reference.com/boxscores/pbp/201604080CHO.html;BRK
Brooklyn Nets;Philadelphia 76ers;Sat, Feb 6, 2016;7:30 PM;98;103;201602060;PHI;http://www.basketball-reference.com/boxscores/pbp/201602060PHI.html;BRK
Brooklyn Nets;Orlando Magic;Tue, Mar 29, 2016;7:00 PM;105;139;201603290;ORL;http://www.basketball-reference.com/boxscores/pbp/201603290ORL.html;BRK
Brooklyn Nets;Milwaukee Bucks;Sat, Nov 7, 2015;8:30 PM;86;94;201511070;MIL;http://www.basketball-reference.com/boxscores/pbp/201511070MIL.html;BRK
Brooklyn Nets;Minnesota Timberwolves;Sat, Mar 5, 2016;8:00 PM;118;132;201603050;MIN;http://www.basketball-reference.com/boxscores/pbp/201603050MIN.html;BRK
Charlotte Hornets;Philadelphia 76ers;Wed, Mar 2, 2016;7:00 PM;119;99;201603020;PHI;http://www.basketball-reference.com/boxscores/pbp/201603020PHI.html;CHO
Charlotte Hornets;Miami Heat;Sun, May 1, 2016;1:00 PM;73;106;201605010;MIA;http://www.basketball-reference.com/boxscores/pbp/201605010MIA.html;CHO
Charlotte Hornets;Chicago Bulls;Fri, Nov 13, 2015;8:00 PM;97;102;201511130;CHI;http://www.basketball-reference.com/boxscores/pbp/201511130CHI.html;CHO
Charlotte Hornets;Denver Nuggets;Sun, Jan 10, 2016;8:00 PM;92;95;201601100;DEN;http://www.basketball-reference.com/boxscores/pbp/201601100DEN.html;CHO
Charlotte Hornets;Minnesota Timberwolves;Tue, Nov 10, 2015;8:00 PM;104;95;201511100;MIN;http://www.basketball-reference.com/boxscores/pbp/201511100MIN.html;CHO
Charlotte Hornets;Phoenix Suns;Wed, Jan 6, 2016;9:00 PM;102;111;201601060;PHO;http://www.basketball-reference.com/boxscores/pbp/201601060PHO.html;CHO
Charlotte Hornets;Milwaukee Bucks;Fri, Feb 19, 2016;8:00 PM;98;95;201602190;MIL;http://www.basketball-reference.com/boxscores/pbp/201602190MIL.html;CHO
Charlotte Hornets;Orlando Magic;Fri, Jan 22, 2016;7:00 PM;120;116;201601220;ORL;http://www.basketball-reference.com/boxscores/pbp/201601220ORL.html;CHO
Charlotte Hornets;New York Knicks;Wed, Apr 6, 2016;7:30 PM;111;97;201604060;NYK;http://www.basketball-reference.com/boxscores/pbp/201604060NYK.html;CHO
Charlotte Hornets;Detroit Pistons;Fri, Mar 25, 2016;7:30 PM;105;112;201603250;DET;http://www.basketball-reference.com/boxscores/pbp/201603250DET.html;CHO
Charlotte Hornets;Washington Wizards;Sun, Apr 10, 2016;12:00 PM;98;113;201604100;WAS;http://www.basketball-reference.com/boxscores/pbp/201604100WAS.html;CHO
Charlotte Hornets;Brooklyn Nets;Tue, Mar 22, 2016;7:30 PM;105;100;201603220;BRK;http://www.basketball-reference.com/boxscores/pbp/201603220BRK.html;CHO
Charlotte Hornets;Miami Heat;Wed, Apr 20, 2016;7:00 PM;103;115;201604200;MIA;http://www.basketball-reference.com/boxscores/pbp/201604200MIA.html;CHO
Charlotte Hornets;Toronto Raptors;Fri, Jan 1, 2016;7:30 PM;94;104;201601010;TOR;http://www.basketball-reference.com/boxscores/pbp/201601010TOR.html;CHO
Charlotte Hornets;Utah Jazz;Wed, Jan 27, 2016;9:00 PM;73;102;201601270;UTA;http://www.basketball-reference.com/boxscores/pbp/201601270UTA.html;CHO
Charlotte Hornets;Los Angeles Lakers;Sun, Jan 31, 2016;9:30 PM;101;82;201601310;LAL;http://www.basketball-reference.com/boxscores/pbp/201601310LAL.html;CHO
Charlotte Hornets;Atlanta Hawks;Sun, Feb 28, 2016;3:30 PM;76;87;201602280;ATL;http://www.basketball-reference.com/boxscores/pbp/201602280ATL.html;CHO
Charlotte Hornets;Cleveland Cavaliers;Sun, Apr 3, 2016;3:30 PM;103;112;201604030;CLE;http://www.basketball-reference.com/boxscores/pbp/201604030CLE.html;CHO
Charlotte Hornets;Washington Wizards;Sat, Dec 19, 2015;7:00 PM;101;109;201512190;WAS;http://www.basketball-reference.com/boxscores/pbp/201512190WAS.html;CHO
Charlotte Hornets;Orlando Magic;Wed, Dec 16, 2015;7:00 PM;98;113;201512160;ORL;http://www.basketball-reference.com/boxscores/pbp/201512160ORL.html;CHO
Charlotte Hornets;Boston Celtics;Mon, Apr 11, 2016;7:30 PM;114;100;201604110;BOS;http://www.basketball-reference.com/boxscores/pbp/201604110BOS.html;CHO
Charlotte Hornets;Houston Rockets;Mon, Dec 21, 2015;8:00 PM;95;102;201512210;HOU;http://www.basketball-reference.com/boxscores/pbp/201512210HOU.html;CHO
Charlotte Hornets;New York Knicks;Tue, Nov 17, 2015;7:30 PM;94;102;201511170;NYK;http://www.basketball-reference.com/boxscores/pbp/201511170NYK.html;CHO
Charlotte Hornets;Toronto Raptors;Tue, Apr 5, 2016;7:30 PM;90;96;201604050;TOR;http://www.basketball-reference.com/boxscores/pbp/201604050TOR.html;CHO
Charlotte Hornets;San Antonio Spurs;Sat, Nov 7, 2015;8:30 PM;94;114;201511070;SAS;http://www.basketball-reference.com/boxscores/pbp/201511070SAS.html;CHO
Charlotte Hornets;Golden State Warriors;Mon, Jan 4, 2016;10:30 PM;101;111;201601040;GSW;http://www.basketball-reference.com/boxscores/pbp/201601040GSW.html;CHO
Charlotte Hornets;Philadelphia 76ers;Tue, Mar 29, 2016;7:00 PM;100;85;201603290;PHI;http://www.basketball-reference.com/boxscores/pbp/201603290PHI.html;CHO
Charlotte Hornets;Sacramento Kings;Mon, Jan 25, 2016;10:00 PM;129;128;201601250;SAC;http://www.basketball-reference.com/boxscores/pbp/201601250SAC.html;CHO
Charlotte Hornets;Indiana Pacers;Wed, Feb 10, 2016;7:00 PM;117;95;201602100;IND;http://www.basketball-reference.com/boxscores/pbp/201602100IND.html;CHO
Charlotte Hornets;Miami Heat;Thu, Mar 17, 2016;7:30 PM;109;106;201603170;MIA;http://www.basketball-reference.com/boxscores/pbp/201603170MIA.html;CHO
