Rk;Player;Salary;Team 
13;Cheikh Samb;797581;LAC
14;Alex Acker;711517;LAC
15;Fred Jones;622531;LAC
16;DeAndre Jordan;550000;LAC
17;Mike Taylor;500000;LAC
18;Paul Davis;328416;LAC
19;Hassan Adams;297163;LAC
1;Kobe Bryant;21262500;LAL
2;Pau Gasol;15106000;LAL
3;Lamar Odom;14148596;LAL
4;Derek Fisher;4700000;LAL
5;Sasha Vujacic;4524887;LAL
6;Luke Walton;4420000;LAL
7;Adam Morrison;4159200;LAL
8;Trevor Ariza;3100000;LAL
9;Andrew Bynum;2769300;LAL
10;Jordan Farmar;1080000;LAL
11;Didier Ilunga-Mbenga;880658;LAL
12;Josh Powell;854957;LAL
13;Shannon Brown;797581;LAL
14;Sun Yue;442114;LAL
1;Antoine Walker;8854475;MEM
2;Darko Milicic;7020000;MEM
3;Marko Jaric;6575000;MEM
4;Greg Buckner;4010005;MEM
5;O.J. Mayo;3875040;MEM
6;Mike Conley;3630480;MEM
7;Marc Gasol;3093333;MEM
8;Steve Francis;2636550;MEM
9;Rudy Gay;2579400;MEM
10;Chris Mihm;2500000;MEM
11;Damon Stoudamire;2325000;MEM
12;Hakim Warrick;2119102;MEM
13;Hamed Haddadi;1572221;MEM
14;Adonal Foyle;1262275;MEM
15;Mike Wilks;998398;MEM
16;Darrell Arthur;977160;MEM
17;Quinton Ross;854957;MEM
18;Darius Miles;704752;MEM
19;Shaun Livingston;370000;MEM
1;Jermaine ONeal;21372000;MIA
2;Dwyane Wade;14410581;MIA
3;Mark Blount;8513916;MIA
4;Udonis Haslem;6575000;MIA
5;Michael Beasley;4314960;MIA
6;James Jones;4010000;MIA
7;Dorell Wright;2612835;MIA
8;Smush Parker;1660000;MIA
9;Daequan Cook;1273200;MIA
10;Jamaal Magloire;1141838;MIA
11;Chris Quinn;972581;MIA
12;Yakhouba Diawara;875000;MIA
13;Joel Anthony;711517;MIA
14;Jamario Moon;711517;MIA
15;Mario Chalmers;700000;MIA
16;Jason Richards;442114;MIA
1;Michael Redd;15780000;MIL
2;Richard Jefferson;13200000;MIL
3;Luke Ridnour;6500000;MIL
4;Andrew Bogut;6294310;MIL
5;Dan Gadzuric;6250195;MIL
6;Damon Jones;4460186;MIL
7;Charlie Villanueva;3448050;MIL
8;Charlie Bell;3354480;MIL
9;Keith Bogans;2565000;MIL
10;Joe Alexander;2403120;MIL
11;Adrian Griffin;1711000;MIL
12;Francisco Elson;1700000;MIL
13;Malik Allen;1300000;MIL
14;Luc Mbah a Moute;757000;MIL
15;Ramon Sessions;722517;MIL
16;Austin Croshere;527185;MIL
17;Eddie Gill;387613;MIL
1;Al Jefferson;11000000;MIN
2;Mike Miller;9028575;MIN
3;Juwan Howard;7375500;MIN
4;Brian Cardinal;6300000;MIN
5;Jason Collins;6200000;MIN
6;Ryan Gomes;3650000;MIN
7;Shelden Williams;3395760;MIN
8;Kevin Love;3163680;MIN
9;Randy Foye;2815560;MIN
10;Corey Brewer;2725920;MIN
11;Mark Madsen;2630000;MIN
12;Craig Smith;2500000;MIN
13;Sebastian Telfair;2300000;MIN
14;Rodney Carney;1655760;MIN
15;Kevin Ollie;1262275;MIN
16;Bobby Brown;442114;MIN
1;Peja Stojakovic;12528000;NOP
2;Tyson Chandler;11350000;NOP
3;David West;9862500;NOP
4;Antonio Daniels;6200000;NOP
5;Morris Peterson;5592240;NOP
6;James Posey;5585000;NOP
7;Chris Paul;4574189;NOP
8;Rasual Butler;3630000;NOP
9;Hilton Armstrong;2032800;NOP
10;Julian Wright;1869600;NOP
11;Ryan Bowen;1141838;NOP
12;Sean Marks;1141838;NOP
13;Devin Brown;998398;NOP
14;Melvin Ely;998398;NOP
15;Anthony Tolliver;26007;NOP
1;Malik Rose;7647500;OKC
2;Nick Collison;6350000;OKC
3;Earl Watson;6200000;OKC
4;Donyell Marshall;5950894;OKC
5;Desmond Mason;5300000;OKC
6;Joe Smith;4795000;OKC
7;Nenad Krstic;4778548;OKC
8;Kevin Durant;4484040;OKC
9;Robert Swift;3579131;OKC
10;Russell Westbrook;3493680;OKC
11;Jeff Green;3287640;OKC
12;Chucky Atkins;3240000;OKC
13;Damien Wilkins;3100000;OKC
14;Mouhamed Sene;2252400;OKC
15;Thabo Sefolosha;1931160;OKC
16;D.J. White;964080;OKC
17;Kyle Weaver;806452;OKC
18;Steven Hill;148238;OKC
19;John Lucas;32842;OKC
1;Rashard Lewis;16447871;ORL
2;Dwight Howard;13758000;ORL
3;Jameer Nelson;7700000;ORL
4;Hedo Turkoglu;6864200;ORL
5;Tony Battie;5746000;ORL
6;Mickael Pietrus;5300000;ORL
7;Rafer Alston;4900000;ORL
8;Tyronn Lue;2250000;ORL
9;J.J. Redick;2139720;ORL
10;Anthony Johnson;1910000;ORL
11;Courtney Lee;1176240;ORL
12;Jeremy Richardson;769431;ORL
13;Marcin Gortat;711517;ORL
1;Elton Brand;13757844;PHI
2;Andre Iguodala;11300000;PHI
3;Samuel Dalembert;11238564;PHI
4;Andre Miller;10333334;PHI
5;Reggie Evans;4640000;PHI
6;Louis Williams;4500000;PHI
7;Willie Green;3388000;PHI
8;Thaddeus Young;1968120;PHI
9;Marreese Speights;1542600;PHI
10;Jason Smith;1326360;PHI
11;Donyell Marshall;1262275;PHI
12;Theo Ratliff;1262275;PHI
13;Kareem Rush;926678;PHI
14;Royal Ivey;854957;PHI
1;Shaquille ONeal;21000000;PHO
2;Amare Stoudemire;15070550;PHO
3;Steve Nash;12250000;PHO
4;Jason Richardson;12222221;PHO
5;Leandro Barbosa;6100000;PHO
6;Grant Hill;1976400;PHO
7;Goran Dragic;1700000;PHO
8;Robin Lopez;1623720;PHO
9;Jared Dudley;1222320;PHO
10;Alando Tucker;1001880;PHO
11;Matt Barnes;926678;PHO
12;Louis Amundson;797581;PHO
13;Courtney Sims;184648;PHO
14;Dee Brown;54410;PHO
1;Steve Francis;17180000;POR
2;Raef LaFrentz;12722500;POR
3;Darius Miles;9000000;POR
4;Joel Przybilla;6310150;POR
5;Greg Oden;5011680;POR
6;LaMarcus Aldridge;4631400;POR
7;Steve Blake;4250000;POR
8;Travis Outlaw;4000000;POR
9;Martell Webster;3771133;POR
10;Channing Frye;3163769;POR
11;Brandon Roy;3084240;POR
12;Jerryd Bayless;1993560;POR
13;Michael Ruffin;1141838;POR
14;Rudy Fernandez;1084080;POR
15;Sergio Rodriguez;1048800;POR
16;Nicolas Batum;1040640;POR
17;Shavlik Randolph;826269;POR
1;Kevin Martin;8760335;SAC
2;Kenny Thomas;8562500;SAC
3;Andres Nocioni;8000000;SAC
4;Drew Gooden;7151183;SAC
5;Bobby Jackson;6487888;SAC
6;Mikki Moore;5632200;SAC
7;Beno Udrih;5585000;SAC
8;Ike Diogu;2912823;SAC
9;Rashad McCants;2620126;SAC
10;Spencer Hawes;2180760;SAC
11;Francisco Garcia;1983454;SAC
12;Jason Thompson;1893840;SAC
13;Cedric Simmons;1742760;SAC
14;Quincy Douby;1427040;SAC
15;Calvin Booth;1319651;SAC
16;Sam Cassell;1262275;SAC
17;Donte Greene;971160;SAC
18;Will Solomon;711517;SAC
1;Tim Duncan;20598704;SAS
2;Tony Parker;11550000;SAS
3;Manu Ginobili;9905248;SAS
4;Kurt Thomas;4200000;SAS
5;Bruce Bowen;4000000;SAS
6;Fabricio Oberto;3600000;SAS
7;Roger Mason;3500000;SAS
8;Matt Bonner;2987000;SAS
9;Michael Finley;2500000;SAS
10;Jacque Vaughn;1262275;SAS
11;Ime Udoka;1080000;SAS
12;Ian Mahinmi;1009200;SAS
13;George Hill;1006200;SAS
14;Malik Hairston;351091;SAS
15;Anthony Tolliver;187248;SAS
16;Blake Ahearn;125562;SAS
17;Desmon Farmer;83708;SAS
18;Austin Croshere;74251;SAS
1;Shawn Marion;17810000;TOR
2;Chris Bosh;14410581;TOR
3;Jose Calderon;7438018;TOR
4;Jason Kapono;5784480;TOR
5;Andrea Bargnani;5176440;TOR
6;Anthony Parker;4550000;TOR
7;Jorge Garbajosa;4350000;TOR
8;Marcus Banks;4260000;TOR
9;Kris Humphries;3200000;TOR
10;Joey Graham;2449184;TOR
11;Patrick OBryant;1500000;TOR
12;Roko Ukic;1250000;TOR
13;Jake Voskuhl;826153;TOR
14;Nathan Jawai;442114;TOR
1;Andrei Kirilenko;15106000;UTA
2;Carlos Boozer;11593817;UTA
3;Mehmet Okur;8500000;UTA
4;Matt Harpring;6000000;UTA
5;Deron Williams;5069449;UTA
6;Kyle Korver;4956818;UTA
7;C.J. Miles;3700000;UTA
8;Jarron Collins;2074302;UTA
9;Brevin Knight;2000000;UTA
10;Ronnie Brewer;1834680;UTA
11;Ronnie Price;1188000;UTA
12;Kosta Koufos;1129320;UTA
13;Morris Almond;1081440;UTA
14;Kyrylo Fesenko;810000;UTA
15;Paul Millsap;797581;UTA
1;Gilbert Arenas;14653466;WAS
2;Antawn Jamison;9923285;WAS
3;Caron Butler;9249980;WAS
4;Etan Thomas;6864200;WAS
5;Mike James;6244093;WAS
6;Brendan Haywood;5500000;WAS
7;Darius Songaila;4235000;WAS
8;DeShawn Stevenson;3616072;WAS
9;Andray Blatche;2739669;WAS
10;Nick Young;1602960;WAS
11;Oleksiy Pecherov;1446720;WAS
12;JaVale McGee;1392240;WAS
13;Javaris Crittenton;1381560;WAS
14;Juan Dixon;998398;WAS
15;Dominic McGuire;711517;WAS
16;Dee Brown;184157;WAS
1;Stephon Marbury;20840625;NYK
2;Larry Hughes;12827676;NYK
3;Eddy Curry;9723983;NYK
4;Al Harrington;9226250;NYK
5;Cuttino Mobley;9100000;NYK
6;Quentin Richardson;8685500;NYK
7;Chris Wilcox;6750000;NYK
8;Jared Jeffries;6049400;NYK
9;Chris Duhon;5585000;NYK
10;Danilo Gallinari;2873520;NYK
11;Nate Robinson;2020179;NYK
12;David Lee;1788033;NYK
13;Wilson Chandler;1173480;NYK
