"nome.visitor";"nome.home";"Date";"score_y";"score_x";"data2";"home";"link";"visitor"
"Brooklyn Nets";"Chicago Bulls";"Thu, Feb 13, 2014";76;92;201402130;"CHI";"http://www.basketball-reference.com/boxscores/201402130CHI.html";"BRK"
"Brooklyn Nets";"Washington Wizards";"Sat, Mar 15, 2014";94;101;201403150;"WAS";"http://www.basketball-reference.com/boxscores/201403150WAS.html";"BRK"
"Brooklyn Nets";"San Antonio Spurs";"Tue, Dec 31, 2013";92;113;201312310;"SAS";"http://www.basketball-reference.com/boxscores/201312310SAS.html";"BRK"
"Brooklyn Nets";"Miami Heat";"Tue, Apr 8, 2014";88;87;201404080;"MIA";"http://www.basketball-reference.com/boxscores/201404080MIA.html";"BRK"
"Brooklyn Nets";"Washington Wizards";"Fri, Nov 8, 2013";108;112;201311080;"WAS";"http://www.basketball-reference.com/boxscores/201311080WAS.html";"BRK"
"Brooklyn Nets";"Cleveland Cavaliers";"Wed, Apr 16, 2014";85;114;201404160;"CLE";"http://www.basketball-reference.com/boxscores/201404160CLE.html";"BRK"
"Brooklyn Nets";"Toronto Raptors";"Tue, Apr 22, 2014";95;100;201404220;"TOR";"http://www.basketball-reference.com/boxscores/201404220TOR.html";"BRK"
"Brooklyn Nets";"Toronto Raptors";"Sat, Jan 11, 2014";80;96;201401110;"TOR";"http://www.basketball-reference.com/boxscores/201401110TOR.html";"BRK"
"Brooklyn Nets";"Los Angeles Clippers";"Sat, Nov 16, 2013";103;110;201311160;"LAC";"http://www.basketball-reference.com/boxscores/201311160LAC.html";"BRK"
"Brooklyn Nets";"Dallas Mavericks";"Sun, Mar 23, 2014";107;104;201403230;"DAL";"http://www.basketball-reference.com/boxscores/201403230DAL.html";"BRK"
"Brooklyn Nets";"Minnesota Timberwolves";"Fri, Nov 22, 2013";81;111;201311220;"MIN";"http://www.basketball-reference.com/boxscores/201311220MIN.html";"BRK"
"Brooklyn Nets";"Philadelphia 76ers";"Sat, Apr 5, 2014";105;101;201404050;"PHI";"http://www.basketball-reference.com/boxscores/201404050PHI.html";"BRK"
"Brooklyn Nets";"Milwaukee Bucks";"Sat, Dec 7, 2013";90;82;201312070;"MIL";"http://www.basketball-reference.com/boxscores/201312070MIL.html";"BRK"
"Brooklyn Nets";"Orlando Magic";"Sun, Nov 3, 2013";86;107;201311030;"ORL";"http://www.basketball-reference.com/boxscores/201311030ORL.html";"BRK"
"Brooklyn Nets";"Houston Rockets";"Fri, Nov 29, 2013";95;114;201311290;"HOU";"http://www.basketball-reference.com/boxscores/201311290HOU.html";"BRK"
"Brooklyn Nets";"Indiana Pacers";"Sat, Feb 1, 2014";96;97;201402010;"IND";"http://www.basketball-reference.com/boxscores/201402010IND.html";"BRK"
"Brooklyn Nets";"Miami Heat";"Wed, Mar 12, 2014";96;95;201403120;"MIA";"http://www.basketball-reference.com/boxscores/201403120MIA.html";"BRK"
"Brooklyn Nets";"Toronto Raptors";"Wed, Apr 30, 2014";113;115;201404300;"TOR";"http://www.basketball-reference.com/boxscores/201404300TOR.html";"BRK"
"Brooklyn Nets";"Sacramento Kings";"Wed, Nov 13, 2013";86;107;201311130;"SAC";"http://www.basketball-reference.com/boxscores/201311130SAC.html";"BRK"
"Brooklyn Nets";"Toronto Raptors";"Tue, Nov 26, 2013";102;100;201311260;"TOR";"http://www.basketball-reference.com/boxscores/201311260TOR.html";"BRK"
"Brooklyn Nets";"Utah Jazz";"Wed, Feb 19, 2014";105;99;201402190;"UTA";"http://www.basketball-reference.com/boxscores/201402190UTA.html";"BRK"
"Brooklyn Nets";"Toronto Raptors";"Sat, Apr 19, 2014";94;87;201404190;"TOR";"http://www.basketball-reference.com/boxscores/201404190TOR.html";"BRK"
"Brooklyn Nets";"Detroit Pistons";"Fri, Dec 13, 2013";99;103;201312130;"DET";"http://www.basketball-reference.com/boxscores/201312130DET.html";"BRK"
"Brooklyn Nets";"Miami Heat";"Thu, May 8, 2014";82;94;201405080;"MIA";"http://www.basketball-reference.com/boxscores/201405080MIA.html";"BRK"
"Brooklyn Nets";"Toronto Raptors";"Sun, May 4, 2014";104;103;201405040;"TOR";"http://www.basketball-reference.com/boxscores/201405040TOR.html";"BRK"
"Brooklyn Nets";"Indiana Pacers";"Sat, Dec 28, 2013";91;105;201312280;"IND";"http://www.basketball-reference.com/boxscores/201312280IND.html";"BRK"
"Brooklyn Nets";"Detroit Pistons";"Fri, Feb 7, 2014";95;111;201402070;"DET";"http://www.basketball-reference.com/boxscores/201402070DET.html";"BRK"
"Brooklyn Nets";"New York Knicks";"Mon, Jan 20, 2014";103;80;201401200;"NYK";"http://www.basketball-reference.com/boxscores/201401200NYK.html";"BRK"
"Brooklyn Nets";"Cleveland Cavaliers";"Wed, Oct 30, 2013";94;98;201310300;"CLE";"http://www.basketball-reference.com/boxscores/201310300CLE.html";"BRK"
"Brooklyn Nets";"Charlotte Bobcats";"Wed, Nov 20, 2013";91;95;201311200;"CHO";"http://www.basketball-reference.com/boxscores/201311200CHA.html";"BRK"
"Brooklyn Nets";"Memphis Grizzlies";"Sat, Nov 30, 2013";97;88;201311300;"MEM";"http://www.basketball-reference.com/boxscores/201311300MEM.html";"BRK"
"Brooklyn Nets";"Charlotte Bobcats";"Wed, Mar 26, 2014";111;116;201403260;"CHO";"http://www.basketball-reference.com/boxscores/201403260CHA.html";"BRK"
"Brooklyn Nets";"Orlando Magic";"Wed, Apr 9, 2014";111;115;201404090;"ORL";"http://www.basketball-reference.com/boxscores/201404090ORL.html";"BRK"
"Brooklyn Nets";"Boston Celtics";"Fri, Mar 7, 2014";84;91;201403070;"BOS";"http://www.basketball-reference.com/boxscores/201403070BOS.html";"BRK"
"Brooklyn Nets";"Los Angeles Lakers";"Sun, Feb 23, 2014";108;102;201402230;"LAL";"http://www.basketball-reference.com/boxscores/201402230LAL.html";"BRK"
"Brooklyn Nets";"Denver Nuggets";"Thu, Feb 27, 2014";112;89;201402270;"DEN";"http://www.basketball-reference.com/boxscores/201402270DEN.html";"BRK"
"Brooklyn Nets";"New York Knicks";"Wed, Apr 2, 2014";81;110;201404020;"NYK";"http://www.basketball-reference.com/boxscores/201404020NYK.html";"BRK"
"Brooklyn Nets";"Phoenix Suns";"Fri, Nov 15, 2013";100;98;201311150;"PHO";"http://www.basketball-reference.com/boxscores/201311150PHO.html";"BRK"
"Brooklyn Nets";"Atlanta Hawks";"Thu, Jan 16, 2014";127;110;201401160;"ATL";"http://www.basketball-reference.com/boxscores/201401160ATL.html";"BRK"
"Brooklyn Nets";"Milwaukee Bucks";"Sat, Mar 1, 2014";107;98;201403010;"MIL";"http://www.basketball-reference.com/boxscores/201403010MIL.html";"BRK"
"Charlotte Bobcats";"Chicago Bulls";"Sat, Jan 11, 2014";97;103;201401110;"CHI";"http://www.basketball-reference.com/boxscores/201401110CHI.html";"CHO"
"Charlotte Bobcats";"Atlanta Hawks";"Mon, Apr 14, 2014";95;93;201404140;"ATL";"http://www.basketball-reference.com/boxscores/201404140ATL.html";"CHO"
"Charlotte Bobcats";"Philadelphia 76ers";"Wed, Apr 2, 2014";123;93;201404020;"PHI";"http://www.basketball-reference.com/boxscores/201404020PHI.html";"CHO"
"Charlotte Bobcats";"Philadelphia 76ers";"Wed, Jan 15, 2014";92;95;201401150;"PHI";"http://www.basketball-reference.com/boxscores/201401150PHI.html";"CHO"
"Charlotte Bobcats";"Denver Nuggets";"Wed, Jan 29, 2014";101;98;201401290;"DEN";"http://www.basketball-reference.com/boxscores/201401290DEN.html";"CHO"
"Charlotte Bobcats";"Miami Heat";"Wed, Apr 23, 2014";97;101;201404230;"MIA";"http://www.basketball-reference.com/boxscores/201404230MIA.html";"CHO"
"Charlotte Bobcats";"Brooklyn Nets";"Wed, Feb 12, 2014";89;105;201402120;"BRK";"http://www.basketball-reference.com/boxscores/201402120BRK.html";"CHO"
"Charlotte Bobcats";"Atlanta Hawks";"Sat, Dec 28, 2013";116;118;201312280;"ATL";"http://www.basketball-reference.com/boxscores/201312280ATL.html";"CHO"
"Charlotte Bobcats";"Cleveland Cavaliers";"Sat, Apr 5, 2014";96;94;201404050;"CLE";"http://www.basketball-reference.com/boxscores/201404050CLE.html";"CHO"
"Charlotte Bobcats";"Sacramento Kings";"Sat, Jan 4, 2014";113;103;201401040;"SAC";"http://www.basketball-reference.com/boxscores/201401040SAC.html";"CHO"
"Charlotte Bobcats";"Houston Rockets";"Wed, Oct 30, 2013";83;96;201310300;"HOU";"http://www.basketball-reference.com/boxscores/201310300HOU.html";"CHO"
"Charlotte Bobcats";"New York Knicks";"Fri, Jan 24, 2014";96;125;201401240;"NYK";"http://www.basketball-reference.com/boxscores/201401240NYK.html";"CHO"
"Charlotte Bobcats";"Los Angeles Lakers";"Fri, Jan 31, 2014";110;100;201401310;"LAL";"http://www.basketball-reference.com/boxscores/201401310LAL.html";"CHO"
"Charlotte Bobcats";"New Orleans Pelicans";"Sat, Nov 2, 2013";84;105;201311020;"NOP";"http://www.basketball-reference.com/boxscores/201311020NOP.html";"CHO"
"Charlotte Bobcats";"Dallas Mavericks";"Tue, Dec 3, 2013";82;89;201312030;"DAL";"http://www.basketball-reference.com/boxscores/201312030DAL.html";"CHO"
"Charlotte Bobcats";"Brooklyn Nets";"Wed, Mar 19, 2014";99;104;201403190;"BRK";"http://www.basketball-reference.com/boxscores/201403190BRK.html";"CHO"
"Charlotte Bobcats";"Golden State Warriors";"Tue, Feb 4, 2014";91;75;201402040;"GSW";"http://www.basketball-reference.com/boxscores/201402040GSW.html";"CHO"
"Charlotte Bobcats";"Milwaukee Bucks";"Sat, Nov 23, 2013";96;72;201311230;"MIL";"http://www.basketball-reference.com/boxscores/201311230MIL.html";"CHO"
"Charlotte Bobcats";"Miami Heat";"Mon, Mar 3, 2014";107;124;201403030;"MIA";"http://www.basketball-reference.com/boxscores/201403030MIA.html";"CHO"
"Charlotte Bobcats";"Detroit Pistons";"Tue, Feb 18, 2014";108;96;201402180;"DET";"http://www.basketball-reference.com/boxscores/201402180DET.html";"CHO"
"Charlotte Bobcats";"New York Knicks";"Tue, Nov 5, 2013";102;97;201311050;"NYK";"http://www.basketball-reference.com/boxscores/201311050NYK.html";"CHO"
"Charlotte Bobcats";"Miami Heat";"Sun, Dec 1, 2013";98;99;201312010;"MIA";"http://www.basketball-reference.com/boxscores/201312010MIA.html";"CHO"
"Charlotte Bobcats";"San Antonio Spurs";"Fri, Feb 28, 2014";82;92;201402280;"SAS";"http://www.basketball-reference.com/boxscores/201402280SAS.html";"CHO"
"Charlotte Bobcats";"Phoenix Suns";"Sat, Feb 1, 2014";95;105;201402010;"PHO";"http://www.basketball-reference.com/boxscores/201402010PHO.html";"CHO"
"Charlotte Bobcats";"Detroit Pistons";"Fri, Dec 20, 2013";116;106;201312200;"DET";"http://www.basketball-reference.com/boxscores/201312200DET.html";"CHO"
"Charlotte Bobcats";"Minnesota Timberwolves";"Fri, Jan 10, 2014";92;119;201401100;"MIN";"http://www.basketball-reference.com/boxscores/201401100MIN.html";"CHO"
"Charlotte Bobcats";"Memphis Grizzlies";"Sat, Mar 8, 2014";89;111;201403080;"MEM";"http://www.basketball-reference.com/boxscores/201403080MEM.html";"CHO"
"Charlotte Bobcats";"Toronto Raptors";"Wed, Dec 18, 2013";104;102;201312180;"TOR";"http://www.basketball-reference.com/boxscores/201312180TOR.html";"CHO"
"Charlotte Bobcats";"Cleveland Cavaliers";"Fri, Nov 15, 2013";86;80;201311150;"CLE";"http://www.basketball-reference.com/boxscores/201311150CLE.html";"CHO"
"Charlotte Bobcats";"Orlando Magic";"Fri, Mar 28, 2014";105;110;201403280;"ORL";"http://www.basketball-reference.com/boxscores/201403280ORL.html";"CHO"
"Charlotte Bobcats";"Portland Trail Blazers";"Thu, Jan 2, 2014";104;134;201401020;"POR";"http://www.basketball-reference.com/boxscores/201401020POR.html";"CHO"
"Charlotte Bobcats";"Oklahoma City Thunder";"Sun, Mar 2, 2014";99;116;201403020;"OKC";"http://www.basketball-reference.com/boxscores/201403020OKC.html";"CHO"
"Charlotte Bobcats";"Indiana Pacers";"Fri, Dec 13, 2013";94;99;201312130;"IND";"http://www.basketball-reference.com/boxscores/201312130IND.html";"CHO"
"Charlotte Bobcats";"Miami Heat";"Sun, Apr 20, 2014";88;99;201404200;"MIA";"http://www.basketball-reference.com/boxscores/201404200MIA.html";"CHO"
