"sport";"country";"name_ligue";"name_ligue2";"season_finalyear";"gender";"campeao";"rounds";"link";"X";"erro";"quant_jogos";"quant_equipes";"id";"jogos.canc"
"soccer";"Albania";"Super League";"super-league";2007;"men";"KF Tirana";33;"http://www.betexplorer.com/soccer/albania/super-league-2006-2007/results/";"";"nao";198;12;"soccer_Albania_men_2007";0
"soccer";"Albania";"Super League";"super-league";2008;"men";"Dinamo Tirana";33;"http://www.betexplorer.com/soccer/albania/super-league-2007-2008/results/";"";"nao";198;12;"soccer_Albania_men_2008";0
"soccer";"Albania";"Super League";"super-league";2009;"men";"KF Tirana";33;"http://www.betexplorer.com/soccer/albania/super-league-2008-2009/results/";"";"nao";198;12;"soccer_Albania_men_2009";0
"soccer";"Albania";"Super League";"super-league";2010;"men";"Dinamo Tirana";33;"http://www.betexplorer.com/soccer/albania/super-league-2009-2010/results/";"";"nao";198;12;"soccer_Albania_men_2010";0
"soccer";"Albania";"Super League";"super-league";2011;"men";"Skenderbeu";33;"http://www.betexplorer.com/soccer/albania/super-league-2010-2011/results/";"";"nao";197;12;"soccer_Albania_men_2011";0
"soccer";"Albania";"Super League";"super-league";2012;"men";"Skenderbeu";26;"http://www.betexplorer.com/soccer/albania/super-league-2011-2012/results/";"";"nao";182;14;"soccer_Albania_men_2012";0
"soccer";"Albania";"Super League";"super-league";2013;"men";"Skenderbeu";26;"http://www.betexplorer.com/soccer/albania/super-league-2012-2013/results/";"";"nao";182;14;"soccer_Albania_men_2013";0
"soccer";"Albania";"Super League";"super-league";2014;"men";"Skenderbeu";33;"http://www.betexplorer.com/soccer/albania/super-league-2013-2014/results/";"AWA.";"nao";198;12;"soccer_Albania_men_2014";0
"soccer";"Albania";"Super League";"super-league";2015;"men";"Skenderbeu";36;"http://www.betexplorer.com/soccer/albania/super-league-2014-2015/results/";"";"nao";180;10;"soccer_Albania_men_2015";0
"soccer";"Albania";"Super League";"super-league";2016;"men";"Skenderbeu";36;"http://www.betexplorer.com/soccer/albania/super-league-2015-2016/results/";"";"nao";180;10;"soccer_Albania_men_2016";0
"soccer";"Algeria";"Division 1";"division1";2007;"men";"ES Setif";NA;"http://www.betexplorer.com/soccer/algeria/division-1-2006-2007/results/";"";"nao";240;16;"soccer_Algeria_men_2007";0
"soccer";"Algeria";"Division 1";"division1";2008;"men";"Kabylie";NA;"http://www.betexplorer.com/soccer/algeria/division-1-2007-2008/results/";"";"nao";240;16;"soccer_Algeria_men_2008";0
"soccer";"Algeria";"Division 1";"division1";2009;"men";"ES Setif";NA;"http://www.betexplorer.com/soccer/algeria/division-1-2008-2009/results/";"";"nao";272;17;"soccer_Algeria_men_2009";0
"soccer";"Algeria";"Division 1";"division1";2010;"men";"MC Alger";34;"http://www.betexplorer.com/soccer/algeria/division-1-2009-2010/results/";"";"nao";306;18;"soccer_Algeria_men_2010";0
"soccer";"Algeria";"Division 1";"division1";2011;"men";"ASO Chlef";30;"http://www.betexplorer.com/soccer/algeria/division-1-2010-2011/results/";"";"nao";240;16;"soccer_Algeria_men_2011";0
"soccer";"Algeria";"Division 1";"division1";2012;"men";"ES Setif";30;"http://www.betexplorer.com/soccer/algeria/division-1-2011-2012/results/";"";"nao";240;16;"soccer_Algeria_men_2012";0
"soccer";"Algeria";"Division 1";"division1";2013;"men";"ES Setif";30;"http://www.betexplorer.com/soccer/algeria/division-1-2012-2013/results/";"";"nao";240;16;"soccer_Algeria_men_2013";0
"soccer";"Algeria";"Division 1";"division1";2014;"men";"USM Alger";30;"http://www.betexplorer.com/soccer/algeria/division-1-2013-2014/results/";"";"nao";240;16;"soccer_Algeria_men_2014";0
"soccer";"Algeria";"Division 1";"division1";2015;"men";"ES Setif";30;"http://www.betexplorer.com/soccer/algeria/division-1-2014-2015/results/";"";"nao";240;16;"soccer_Algeria_men_2015";0
"soccer";"Algeria";"Division 1";"division1";2016;"men";"USM Alger";30;"http://www.betexplorer.com/soccer/algeria/division-1-2015-2016/results/";"";"nao";240;16;"soccer_Algeria_men_2016";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2007;"men";"FC Rangers";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2006-2007/results/?stage=xUO7zQr7";"";"nao";56;8;"soccer_Andorra_men_2007";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2008;"men";"FC Santa Coloma";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2007-2008/results/?stage=2guvBmjK";"";"nao";56;8;"soccer_Andorra_men_2008";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2009;"men";"Sant Julia";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2008-2009/results/?stage=YoBz6oTm";"";"nao";56;8;"soccer_Andorra_men_2009";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2010;"men";"FC Santa Coloma";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2009-2010/results/?stage=jTnSGqD6";"";"nao";56;8;"soccer_Andorra_men_2010";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2011;"men";"Sant Julia";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2010-2011/results/?stage=rBmmu7KJ";"";"nao";56;8;"soccer_Andorra_men_2011";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2012;"men";"FC Santa Coloma";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2011-2012/results/?stage=x6HSPAhF";"";"nao";56;8;"soccer_Andorra_men_2012";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2013;"men";"Lusitanos";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2012-2013/results/?stage=bizQrrCU";"AWA.";"nao";56;8;"soccer_Andorra_men_2013";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2014;"men";"FC Santa Coloma";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2013-2014/results/?stage=bBKkEfad";"";"nao";48;8;"soccer_Andorra_men_2014";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2015;"men";"FC Santa Coloma";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2014-2015/results/?stage=GtWR3Vvr";"";"nao";56;8;"soccer_Andorra_men_2015";0
"soccer";"Andorra";"Primera Divisió ";"primera-divisio";2016;"men";"FC Santa Coloma";14;"http://www.betexplorer.com/soccer/andorra/primera-divisio-2015-2016/results/?stage=faNEVS3s";"";"nao";56;8;"soccer_Andorra_men_2016";0
"soccer";"Angola";"Girabola";"girabola";2011;"men";"C.R.D. Libolo";30;"http://www.betexplorer.com/soccer/angola/girabola-2011/results/";"";"nao";240;16;"soccer_Angola_men_2011";0
"soccer";"Angola";"Girabola";"girabola";2012;"men";"C.R.D. Libolo";30;"http://www.betexplorer.com/soccer/angola/girabola-2012/results/";"";"nao";240;16;"soccer_Angola_men_2012";0
"soccer";"Angola";"Girabola";"girabola";2013;"men";"Kabuscorp";30;"http://www.betexplorer.com/soccer/angola/girabola-2013/results/";"";"nao";240;16;"soccer_Angola_men_2013";0
"soccer";"Angola";"Girabola";"girabola";2014;"men";"C.R.D. Libolo";30;"http://www.betexplorer.com/soccer/angola/girabola-2014/results/";"";"nao";240;16;"soccer_Angola_men_2014";0
"soccer";"Angola";"Girabola";"girabola";2015;"men";"C.R.D. Libolo";30;"http://www.betexplorer.com/soccer/angola/girabola-2015/results/";"";"nao";240;16;"soccer_Angola_men_2015";0
"soccer";"Angola";"Girabola";"girabola";2016;"men";"Primeiro de Agosto";28;"http://www.betexplorer.com/soccer/angola/girabola/results/";"";"nao";240;16;"soccer_Angola_men_2016";0
"soccer";"Armenia";"Premier League";"premier-league";2007;"men";"Pyunik Yerevan";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2007/results/";"";"nao";112;8;"soccer_Armenia_men_2007";0
"soccer";"Armenia";"Premier League";"premier-league";2008;"men";"Pyunik Yerevan";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2008/results/?stage=hl1W8RZs";"";"nao";112;8;"soccer_Armenia_men_2008";0
"soccer";"Armenia";"Premier League";"premier-league";2009;"men";"Pyunik Yerevan";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2009/results/";"";"nao";112;8;"soccer_Armenia_men_2009";0
"soccer";"Armenia";"Premier League";"premier-league";2010;"men";"Pyunik Yerevan";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2010/results/";"";"nao";112;8;"soccer_Armenia_men_2010";0
"soccer";"Armenia";"Premier League";"premier-league";2011;"men";"Ulisses Yerevan";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2011/results/";"";"nao";112;8;"soccer_Armenia_men_2011";0
"soccer";"Armenia";"Premier League";"premier-league";2013;"men";"Shirak Gyumri";42;"http://www.betexplorer.com/soccer/armenia/premier-league-2012-2013/results/";"";"nao";168;8;"soccer_Armenia_men_2013";0
"soccer";"Armenia";"Premier League";"premier-league";2014;"men";"Banants Yerevan";26;"http://www.betexplorer.com/soccer/armenia/premier-league-2013-2014/results/";"";"nao";112;8;"soccer_Armenia_men_2014";0
"soccer";"Armenia";"Premier League";"premier-league";2015;"men";"Pyunik Yerevan";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2014-2015/results/";"";"nao";112;8;"soccer_Armenia_men_2015";0
"soccer";"Armenia";"Premier League";"premier-league";2016;"men";"Alashkert";28;"http://www.betexplorer.com/soccer/armenia/premier-league-2015-2016/results/";"";"nao";112;8;"soccer_Armenia_men_2016";0
"soccer";"Australia";"A-League";"a-league";2007;"men";"Melbourne Victory";21;"http://www.betexplorer.com/soccer/australia/a-league-2006-2007/results/?stage=EyAcwGbE";"";"nao";84;8;"soccer_Australia_men_2007";0
"soccer";"Australia";"A-League";"a-league";2008;"men";"Central Coast Mariners";21;"http://www.betexplorer.com/soccer/australia/a-league-2007-2008/results/?stage=zib6yfTQ";"";"nao";84;8;"soccer_Australia_men_2008";0
"soccer";"Australia";"A-League";"a-league";2009;"men";"Melbourne Victory";NA;"http://www.betexplorer.com/soccer/australia/a-league-2008-2009/results/?stage=Y5mO1DE2";"";"nao";84;8;"soccer_Australia_men_2009";0
"soccer";"Australia";"A-League";"a-league";2010;"men";"Sydney FC";27;"http://www.betexplorer.com/soccer/australia/a-league-2009-2010/results/?stage=CdnS0XT8";"";"nao";135;10;"soccer_Australia_men_2010";0
"soccer";"Australia";"A-League";"a-league";2011;"men";"Brisbane Roar";27;"http://www.betexplorer.com/soccer/australia/a-league-2010-2011/results/?stage=QVzlAwI3";"";"nao";165;11;"soccer_Australia_men_2011";0
"soccer";"Australia";"A-League";"a-league";2012;"men";"Central Coast Mariners";27;"http://www.betexplorer.com/soccer/australia/a-league-2011-2012/results/?stage=b18mVTjM";"";"nao";135;10;"soccer_Australia_men_2012";0
"soccer";"Australia";"A-League";"a-league";2013;"men";"WS Wanderers";27;"http://www.betexplorer.com/soccer/australia/a-league-2012-2013/results/?stage=z70CDsYn";"";"nao";135;10;"soccer_Australia_men_2013";0
"soccer";"Australia";"A-League";"a-league";2014;"men";"Brisbane Roar";27;"http://www.betexplorer.com/soccer/australia/a-league-2013-2014/results/?stage=hvuKx1Fr";"";"nao";135;10;"soccer_Australia_men_2014";0
"soccer";"Australia";"A-League";"a-league";2015;"men";"Melbourne Victory";27;"http://www.betexplorer.com/soccer/australia/a-league-2014-2015/results/?stage=MNShyaa1";"";"nao";135;10;"soccer_Australia_men_2015";0
"soccer";"Australia";"A-League";"a-league";2016;"men";"Adelaide United";27;"http://www.betexplorer.com/soccer/australia/a-league-2015-2016/results/?stage=Mmd53pUf";"";"nao";135;10;"soccer_Australia_men_2016";0
"soccer";"Austria";"Bundesliga";"bundesliga";2007;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/t-mobile-bundesliga-2006-2007/results/";"";"nao";180;10;"soccer_Austria_men_2007";0
"soccer";"Austria";"Bundesliga";"bundesliga";2008;"men";"Rapid Vienna";36;"http://www.betexplorer.com/soccer/austria/t-mobile-bundesliga-2007-2008/results/";"";"nao";180;10;"soccer_Austria_men_2008";0
"soccer";"Austria";"Bundesliga";"bundesliga";2009;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/t-mobile-bundesliga-2008-2009/results/";"";"nao";180;10;"soccer_Austria_men_2009";0
"soccer";"Austria";"Bundesliga";"bundesliga";2010;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/t-mobile-bundesliga-2009-2010/results/";"";"nao";180;10;"soccer_Austria_men_2010";0
"soccer";"Austria";"Bundesliga";"bundesliga";2011;"men";"Sturm Graz";36;"http://www.betexplorer.com/soccer/austria/t-mobile-bundesliga-2010-2011/results/";"";"nao";180;10;"soccer_Austria_men_2011";0
"soccer";"Austria";"Bundesliga";"bundesliga";2012;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/tipp3-bundesliga-2011-2012/results/";"";"nao";180;10;"soccer_Austria_men_2012";0
"soccer";"Austria";"Bundesliga";"bundesliga";2013;"men";"Austria Vienna";36;"http://www.betexplorer.com/soccer/austria/tipp3-bundesliga-2012-2013/results/";"";"nao";180;10;"soccer_Austria_men_2013";0
"soccer";"Austria";"Bundesliga";"bundesliga";2014;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/tipp3-bundesliga-2013-2014/results/";"";"nao";180;10;"soccer_Austria_men_2014";0
"soccer";"Austria";"Bundesliga";"bundesliga";2015;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/tipico-bundesliga-2014-2015/results/";"";"nao";180;10;"soccer_Austria_men_2015";0
"soccer";"Austria";"Bundesliga";"bundesliga";2016;"men";"Salzburg";36;"http://www.betexplorer.com/soccer/austria/tipico-bundesliga-2015-2016/results/";"";"nao";180;10;"soccer_Austria_men_2016";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2007;"men";"Khazar Lenkoran";26;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2006-2007/results/";"";"nao";156;13;"soccer_Azerbaijan_men_2007";26
"soccer";"Azerbaijan";"Premier League";"premier-league";2008;"men";"Inter Baku";26;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2007-2008/results/";"";"nao";182;14;"soccer_Azerbaijan_men_2008";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2009;"men";"FK Baku";26;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2008-2009/results/";"";"nao";182;14;"soccer_Azerbaijan_men_2009";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2010;"men";"Inter Baku";22;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2009-2010/results/?stage=xWXDs8Sn";"";"nao";132;12;"soccer_Azerbaijan_men_2010";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2011;"men";"Neftci Baku";32;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2010-2011/results/";"";"nao";30;6;"soccer_Azerbaijan_men_2011";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2012;"men";"Neftci Baku";32;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2011-2012/results/";"";"nao";30;6;"soccer_Azerbaijan_men_2012";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2013;"men";"Neftci Baku";32;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2012-2013/results/";"";"nao";30;6;"soccer_Azerbaijan_men_2013";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2014;"men";"Qarabag";36;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2013-2014/results/";"";"nao";180;10;"soccer_Azerbaijan_men_2014";0
"soccer";"Azerbaijan";"Premier League";"premier-league";2015;"men";"Qarabag";36;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2014-2015/results/";".CAN";"nao";154;10;"soccer_Azerbaijan_men_2015";26
"soccer";"Azerbaijan";"Premier League";"premier-league";2016;"men";"Qarabag";36;"http://www.betexplorer.com/soccer/azerbaijan/premier-league-2015-2016/results/";"";"nao";180;10;"soccer_Azerbaijan_men_2016";0
"soccer";"Bahrain";"Premier League";"premier-league";2007;"men";"Al-Muharraq";22;"http://www.betexplorer.com/soccer/bahrain/premier-league-2006-2007/results/";"";"nao";132;12;"soccer_Bahrain_men_2007";0
"soccer";"Bahrain";"Premier League";"premier-league";2008;"men";"Al-Muharraq";22;"http://www.betexplorer.com/soccer/bahrain/premier-league-2007-2008/results/";"";"nao";132;12;"soccer_Bahrain_men_2008";0
"soccer";"Bahrain";"Premier League";"premier-league";2009;"men";"Al-Muharraq";NA;"http://www.betexplorer.com/soccer/bahrain/premier-league-2008-2009/results/";"";"nao";171;19;"soccer_Bahrain_men_2009";0
"soccer";"Bahrain";"Premier League";"premier-league";2010;"men";"Al-Ahli Manama";NA;"http://www.betexplorer.com/soccer/bahrain/premier-league-2009-2010/results/";"";"nao";90;10;"soccer_Bahrain_men_2010";0
"soccer";"Bahrain";"Premier League";"premier-league";2011;"men";"Al-Muharraq";NA;"http://www.betexplorer.com/soccer/bahrain/premier-league-2010-2011/results/";"";"nao";67;10;"soccer_Bahrain_men_2011";1
"soccer";"Bahrain";"Premier League";"premier-league";2012;"men";"Al Riffa";NA;"http://www.betexplorer.com/soccer/bahrain/premier-league-2011-2012/results/";"";"nao";88;10;"soccer_Bahrain_men_2012";0
"soccer";"Bahrain";"Premier League";"premier-league";2013;"men";"Busaiteen";18;"http://www.betexplorer.com/soccer/bahrain/premier-league-2012-2013/results/?stage=O0fO5Z9e";"";"nao";90;10;"soccer_Bahrain_men_2013";0
"soccer";"Bahrain";"Premier League";"premier-league";2014;"men";"Al Riffa";18;"http://www.betexplorer.com/soccer/bahrain/premier-league-2013-2014/results/";"";"nao";90;10;"soccer_Bahrain_men_2014";0
"soccer";"Bahrain";"Premier League";"premier-league";2015;"men";"Al-Muharraq";18;"http://www.betexplorer.com/soccer/bahrain/premier-league-2014-2015/results/";"";"nao";90;10;"soccer_Bahrain_men_2015";0
"soccer";"Bahrain";"Premier League";"premier-league";2016;"men";"Al-Hadd";18;"http://www.betexplorer.com/soccer/bahrain/premier-league-2015-2016/results/";"";"nao";90;10;"soccer_Bahrain_men_2016";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2007;"men";"BATE";27;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2007/results/";"";"nao";182;14;"soccer_Belarus_men_2007";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2008;"men";"BATE";30;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2008/results/";"";"nao";240;16;"soccer_Belarus_men_2008";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2009;"men";"BATE";26;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2009/results/";"";"nao";182;14;"soccer_Belarus_men_2009";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2010;"men";"BATE";33;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2010/results/";"";"nao";198;12;"soccer_Belarus_men_2010";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2011;"men";"BATE";33;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2011/results/";"";"nao";198;12;"soccer_Belarus_men_2011";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2012;"men";"BATE";33;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2012/results/";"";"nao";165;11;"soccer_Belarus_men_2012";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2013;"men";"BATE";32;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2013/results/";"";"nao";30;6;"soccer_Belarus_men_2013";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2014;"men";"BATE";32;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2014/results/";"";"nao";30;6;"soccer_Belarus_men_2014";0
"soccer";"Belarus";"Vysshaya Liga";"vysshaya-liga";2015;"men";"BATE";26;"http://www.betexplorer.com/soccer/belarus/vysshaya-liga-2015/results/";"";"nao";182;14;"soccer_Belarus_men_2015";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2007;"men";"Anderlecht";34;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2006-2007/results/";"";"nao";306;18;"soccer_Belgium_men_2007";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2008;"men";"St. Liege";34;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2007-2008/results/";"";"nao";306;18;"soccer_Belgium_men_2008";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2009;"men";"St. Liege";34;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2008-2009/results/?stage=86AXRTst";"";"nao";306;18;"soccer_Belgium_men_2009";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2010;"men";"Anderlecht";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2009-2010/results/?stage=nc9yRmcn";"";"nao";210;15;"soccer_Belgium_men_2010";10
"soccer";"Belgium";"Jupiler League";"jupiler-league";2011;"men";"Anderlecht";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2010-2011/results/?stage=YcZH14S6";"";"nao";240;16;"soccer_Belgium_men_2011";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2012;"men";"Anderlecht";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2011-2012/results/?stage=l2Hf007s";"";"nao";240;16;"soccer_Belgium_men_2012";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2013;"men";"Anderlecht";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2012-2013/results/?stage=vPAmiUxS";"";"nao";240;16;"soccer_Belgium_men_2013";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2014;"men";"St. Liege";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2013-2014/results/?stage=SYdaMVJH";"";"nao";240;16;"soccer_Belgium_men_2014";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2015;"men";"Club Brugge KV";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2014-2015/results/?stage=OI987cTm";"";"nao";240;16;"soccer_Belgium_men_2015";0
"soccer";"Belgium";"Jupiler League";"jupiler-league";2016;"men";"Club Brugge KV";30;"http://www.betexplorer.com/soccer/belgium/jupiler-league-2015-2016/results/?stage=x2ZaMKwH";"";"nao";240;16;"soccer_Belgium_men_2016";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2007;"men";"FK Sarajevo";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2006-2007/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2007";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2008;"men";"Modrica";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2007-2008/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2008";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2009;"men";"Zrinjski";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2008-2009/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2009";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2010;"men";"Zeljeznicar";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2009-2010/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2010";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2011;"men";"Borac Banja Luka";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2010-2011/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2011";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2012;"men";"Zeljeznicar";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2011-2012/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2012";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2013;"men";"Zeljeznicar";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2012-2013/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2013";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2014;"men";"Zrinjski";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2013-2014/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2014";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2015;"men";"FK Sarajevo";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2014-2015/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2015";0
"soccer";"Bosnia and Herzegovina";"Premier League";"premier-league";2016;"men";"Zrinjski";30;"http://www.betexplorer.com/soccer/bosnia-and-herzegovina/premier-league-2015-2016/results/";"";"nao";240;16;"soccer_Bosnia and Herzegovina_men_2016";0
"soccer";"Brazil";"Serie A";"serie-a";2007;"men";"Sao Paulo";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2007/results/";"";"nao";380;20;"soccer_Brazil_men_2007";0
"soccer";"Brazil";"Serie A";"serie-a";2008;"men";"Sao Paulo";NA;"http://www.betexplorer.com/soccer/brazil/serie-a-2008/results/";"";"nao";380;20;"soccer_Brazil_men_2008";0
"soccer";"Brazil";"Serie A";"serie-a";2009;"men";"Flamengo RJ";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2009/results/";"";"nao";380;20;"soccer_Brazil_men_2009";0
"soccer";"Brazil";"Serie A";"serie-a";2010;"men";"Fluminense";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2010/results/";"";"nao";380;20;"soccer_Brazil_men_2010";0
"soccer";"Brazil";"Serie A";"serie-a";2011;"men";"Corinthians";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2011/results/";"";"nao";380;20;"soccer_Brazil_men_2011";0
"soccer";"Brazil";"Serie A";"serie-a";2012;"men";"Fluminense";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2012/results/";"";"nao";380;20;"soccer_Brazil_men_2012";0
"soccer";"Brazil";"Serie A";"serie-a";2013;"men";"Cruzeiro";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2013/results/";"";"nao";380;20;"soccer_Brazil_men_2013";0
"soccer";"Brazil";"Serie A";"serie-a";2014;"men";"Cruzeiro";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2014/results/";"";"nao";380;20;"soccer_Brazil_men_2014";0
"soccer";"Brazil";"Serie A";"serie-a";2015;"men";"Corinthians";38;"http://www.betexplorer.com/soccer/brazil/serie-a-2015/results/";"";"nao";380;20;"soccer_Brazil_men_2015";0
"soccer";"Brazil";"Serie B";"serie-b";2007;"men";"Coritiba";38;"http://www.betexplorer.com/soccer/brazil/serie-b-2007/results/";"";"nao";380;20;"soccer_Brazil_men_2007";0
"soccer";"Brazil";"Serie B";"serie-b";2008;"men";"Corinthians";38;"http://www.betexplorer.com/soccer/brazil/serie-b-2008/results/";"";"nao";380;20;"soccer_Brazil_men_2008";0
"soccer";"Brazil";"Serie B";"serie-b";2009;"men";"Vasco";38;"http://www.betexplorer.com/soccer/brazil/serie-b-2009/results/";"";"nao";380;20;"soccer_Brazil_men_2009";0
"soccer";"Brazil";"Serie B";"serie-b";2010;"men";"Coritiba";38;"http://www.betexplorer.com/soccer/brazil/serie-b-2010/results/";"";"nao";380;20;"soccer_Brazil_men_2010";0
"soccer";"Brazil";"Serie B";"serie-b";2011;"men";"Portuguesa";38;"http://www.betexplorer.com/soccer/brazil/serie-b-2011/results/";"";"nao";380;20;"soccer_Brazil_men_2011";0
"soccer";"Brazil";"Serie B";"serie-b";2012;"men";"Goias";38;"http://www.betexplorer.com/soccer/brazil/serie-b-2012/results/";"";"nao";380;20;"soccer_Brazil_men_2012";0
